,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Company,Model
309,Hyderabad,2014,77815,Petrol,Automatic,3,23.1,998.0,67.04,5.0,4.25,maruti,maruti celerio
312,Hyderabad,2011,108626,Diesel,Manual,3,20.54,1598.0,103.6,5.0,3.65,volkswagen,volkswagen vento
313,Hyderabad,2012,71791,Petrol,Manual,3,14.0,796.0,35.0,5.0,2.05,maruti,maruti omni
314,Kochi,2012,91931,Petrol,Manual,3,18.5,1198.0,86.8,5.0,3.13,honda,honda brio
316,Pune,2012,91183,Diesel,Manual,3,18.0,1248.0,75.0,5.0,2.85,tata,tata indica
317,Delhi,2012,65000,Petrol,Manual,3,18.9,998.0,67.1,5.0,2.65,maruti,maruti wagon
318,Hyderabad,2015,88428,Diesel,Manual,3,16.0,2179.0,140.0,7.0,10.6,mahindra,mahindra xuv500
319,Pune,2008,138000,Diesel,Manual,2,17.1,1396.0,70.0,5.0,1.25,tata,tata indigo
320,Mumbai,2018,18000,Petrol,Manual,3,16.02,1373.0,93.7,7.0,8.25,maruti,maruti ertiga
321,Mumbai,2011,60000,Petrol,Automatic,3,11.7,2354.0,177.6,5.0,4.45,honda,honda accord
322,Kolkata,2012,48000,Diesel,Manual,3,19.3,1248.0,73.9,5.0,3.7,maruti,maruti swift
323,Hyderabad,2009,160000,Diesel,Manual,3,17.8,1399.0,68.0,5.0,2.8,ford,ford fiesta
324,Kolkata,2008,40000,Petrol,Manual,3,17.7,1497.0,78.0,5.0,1.8,honda,honda city
325,Kochi,2014,51495,Diesel,Automatic,3,17.68,1968.0,174.33,5.0,21.95,audi,audi a6
328,Pune,2008,42496,CNG,Manual,3,26.3,998.0,67.1,5.0,1.4,maruti,maruti zen
329,Pune,2012,83000,Diesel,Manual,3,23.0,1396.0,90.0,5.0,5.5,hyundai,hyundai i20
330,Bangalore,2009,37000,Petrol,Automatic,1,16.95,1197.0,78.9,5.0,2.95,hyundai,hyundai i10
331,Kochi,2016,28503,Petrol,Automatic,3,19.0,1199.0,88.7,5.0,6.86,honda,honda jazz
332,Hyderabad,2015,76496,Diesel,Manual,3,25.2,1248.0,74.0,5.0,6.15,maruti,maruti swift
333,Pune,2011,79152,Petrol,Manual,2,18.5,1197.0,82.85,5.0,3.3,hyundai,hyundai i20
334,Kolkata,2011,32000,Petrol,Manual,3,16.47,1198.0,73.9,5.0,2.55,volkswagen,volkswagen polo
335,Ahmedabad,2009,35000,Petrol,Manual,3,19.7,796.0,46.3,5.0,1.5,maruti,maruti alto
336,Chennai,2004,105000,Petrol,Automatic,2,11.3,1794.0,125.0,5.0,2.5,toyota,toyota corolla
337,Chennai,2006,56000,Petrol,Manual,2,19.7,796.0,46.3,5.0,1.4,maruti,maruti alto
338,Pune,2012,73000,Diesel,Manual,3,21.12,1248.0,88.8,5.0,3.4,tata,tata manza
339,Pune,2012,38000,Petrol,Manual,3,19.7,796.0,46.3,5.0,2.25,maruti,maruti alto
341,Kolkata,2008,80000,Petrol,Automatic,3,11.3,1794.0,125.0,5.0,2.8,toyota,toyota corolla
342,Coimbatore,2016,24973,Petrol,Manual,3,18.6,1197.0,81.83,5.0,7.66,hyundai,hyundai i20
343,Chennai,2016,45000,Diesel,Manual,3,24.3,1248.0,88.5,5.0,7.15,maruti,maruti vitara
344,Delhi,2010,87430,Petrol,Manual,3,17.0,1497.0,118.0,5.0,3.5,honda,honda city
345,Hyderabad,2014,133944,Diesel,Manual,2,18.0,1248.0,75.0,5.0,3.5,tata,tata indica
346,Kolkata,2013,57000,Diesel,Manual,3,25.8,1498.0,98.6,5.0,3.45,honda,honda amaze
347,Coimbatore,2016,27904,Petrol,Manual,3,21.1,814.0,55.2,5.0,3.55,hyundai,hyundai eon
349,Bangalore,2012,80000,Diesel,Manual,3,22.32,1582.0,126.32,5.0,5.25,hyundai,hyundai verna
350,Ahmedabad,2013,47304,Diesel,Manual,3,21.02,1248.0,88.8,5.0,2.9,tata,tata manza
351,Jaipur,2005,100000,Petrol,Automatic,3,14.45,1984.0,227.0,5.0,2.05,skoda,skoda octavia
352,Pune,2017,30000,Petrol,Manual,3,24.07,998.0,67.1,5.0,3.75,maruti,maruti alto
353,Mumbai,2014,68000,Diesel,Manual,3,22.7,1498.0,89.84,5.0,6.75,ford,ford ecosport
354,Kolkata,2011,21000,Petrol,Manual,2,18.0,995.0,62.0,5.0,0.95,chevrolet,chevrolet spark
356,Jaipur,2007,119000,Petrol,Manual,1,13.1,1997.0,141.1,5.0,3.91,honda,honda cr-v
359,Delhi,2013,70000,Diesel,Manual,3,22.9,1248.0,74.0,5.0,3.5,maruti,maruti swift
360,Mumbai,2016,18000,Petrol,Automatic,3,18.5,1197.0,83.14,5.0,6.2,maruti,maruti swift
361,Chennai,2011,83000,Diesel,Manual,3,23.08,1461.0,63.1,5.0,2.75,nissan,nissan micra
362,Mumbai,2015,130000,Diesel,Manual,3,23.4,1248.0,74.0,5.0,3.25,maruti,maruti swift
363,Pune,2012,63400,Diesel,Manual,3,17.8,1399.0,67.0,5.0,3.25,ford,ford fiesta
364,Kolkata,2003,65000,Petrol,Manual,3,17.3,993.0,60.0,5.0,0.65,maruti,maruti zen
366,Kolkata,2014,45000,Diesel,Manual,3,23.59,1364.0,67.05,5.0,3.25,toyota,toyota etios
367,Kolkata,2018,26200,Petrol,Manual,3,24.7,796.0,47.3,5.0,2.9,maruti,maruti alto
368,Bangalore,2011,11000,Petrol,Manual,1,18.9,796.0,47.0,5.0,2.9,maruti,maruti alto
371,Coimbatore,2015,37081,Petrol,Automatic,3,18.9,1197.0,82.0,5.0,5.77,hyundai,hyundai grand
372,Hyderabad,2017,39000,Diesel,Manual,3,24.3,1248.0,88.5,5.0,9.49,maruti,maruti vitara
374,Chennai,2015,38000,Diesel,Automatic,3,17.9,2143.0,136.0,5.0,20.0,mercedes-benz,mercedes-benz gla
376,Chennai,2015,93000,Diesel,Manual,2,20.45,1461.0,83.8,5.0,7.1,renault,renault duster
377,Mumbai,2017,5900,Diesel,Manual,3,21.43,1364.0,87.2,5.0,16.5,toyota,toyota corolla
379,Hyderabad,2010,68000,Diesel,Manual,2,21.1,1248.0,73.9,5.0,3.2,maruti,maruti ritz
381,Kochi,2015,74310,Diesel,Manual,3,24.4,1120.0,71.0,5.0,4.0,hyundai,hyundai xcent
383,Kochi,2014,41380,Petrol,Automatic,2,14.8,1595.0,120.7,5.0,11.77,mercedes-benz,mercedes-benz b
385,Mumbai,2016,28000,Petrol,Manual,3,17.8,1497.0,117.3,5.0,8.75,honda,honda city
387,Chennai,2011,93982,Petrol,Manual,3,17.0,1497.0,118.0,5.0,3.75,honda,honda city
388,Pune,2010,95000,Petrol,Manual,3,16.2,1599.0,103.2,5.0,2.5,hyundai,hyundai verna
390,Delhi,2015,52516,Petrol,Manual,3,18.0,1198.0,86.7,5.0,4.65,honda,honda amaze
393,Chennai,2014,37000,Petrol,Manual,3,21.1,814.0,55.2,5.0,3.25,hyundai,hyundai eon
394,Kolkata,2014,17400,Petrol,Manual,3,20.51,998.0,67.04,5.0,3.1,maruti,maruti wagon
395,Coimbatore,2011,90207,Diesel,Manual,3,21.1,1248.0,73.9,5.0,3.91,maruti,maruti ritz
396,Chennai,2011,89616,Diesel,Automatic,3,16.07,1995.0,181.0,5.0,11.0,bmw,bmw 3
402,Jaipur,2010,125000,Petrol,Manual,3,19.7,796.0,46.3,5.0,0.92,maruti,maruti alto
403,Pune,2013,53000,Petrol,Manual,3,14.0,1061.0,64.0,5.0,2.75,maruti,maruti wagon
405,Pune,2011,49768,Petrol,Manual,2,17.01,1591.0,121.3,5.0,4.95,hyundai,hyundai verna
408,Hyderabad,2010,57000,Petrol,Automatic,3,13.7,1798.0,157.75,5.0,7.25,skoda,skoda superb
411,Jaipur,2013,35299,Diesel,Automatic,3,14.84,2143.0,170.0,5.0,19.0,mercedes-benz,mercedes-benz new
412,Kochi,2017,28464,Diesel,Manual,3,15.4,2179.0,120.0,7.0,13.05,mahindra,mahindra scorpio
416,Pune,2005,5834,Petrol,Manual,3,13.2,1495.0,94.0,5.0,0.8,hyundai,hyundai accent
417,Jaipur,2017,40250,Petrol,Manual,3,17.19,1197.0,81.86,5.0,6.9,hyundai,hyundai i20
419,Kolkata,2015,20800,Petrol,Manual,2,21.1,814.0,55.2,5.0,2.25,hyundai,hyundai eon
420,Kochi,2018,40322,Petrol,Manual,3,18.9,1197.0,81.86,5.0,5.5,hyundai,hyundai grand
421,Mumbai,2013,52576,Petrol,Manual,3,13.0,1493.0,100.0,5.0,4.35,honda,honda city
422,Kolkata,2010,55000,Petrol,Manual,3,16.47,1198.0,73.9,5.0,2.25,volkswagen,volkswagen polo
423,Mumbai,2016,47000,Petrol,Automatic,3,15.26,1798.0,187.74,5.0,24.5,audi,audi a6
425,Coimbatore,2017,23163,Petrol,Manual,3,15.29,1591.0,121.3,5.0,12.03,hyundai,hyundai creta
426,Mumbai,2011,50000,Petrol,Automatic,2,11.74,1796.0,186.0,5.0,8.5,mercedes-benz,mercedes-benz new
429,Bangalore,2013,37000,Diesel,Manual,3,23.59,1364.0,67.04,5.0,5.75,toyota,toyota etios
430,Delhi,2014,30000,Petrol,Manual,2,19.4,1198.0,86.8,5.0,3.2,honda,honda brio
431,Coimbatore,2018,12831,Petrol,Automatic,3,21.4,1197.0,83.1,5.0,9.89,maruti,maruti baleno
432,Coimbatore,2012,143017,Diesel,Automatic,3,20.0,1968.0,138.1,5.0,6.58,skoda,skoda laura
433,Kochi,2018,13102,Petrol,Manual,3,21.1,814.0,55.2,5.0,4.06,hyundai,hyundai eon
436,Kochi,2016,34267,Petrol,Manual,3,22.74,796.0,47.3,5.0,3.74,maruti,maruti alto
438,Ahmedabad,2007,55100,Petrol,Manual,3,18.9,998.0,67.1,5.0,1.45,maruti,maruti wagon
439,Kolkata,2008,40000,Petrol,Manual,3,17.7,1497.0,78.0,5.0,2.0,honda,honda city
440,Kochi,2017,31841,CNG,Manual,3,15.1,1196.0,73.0,5.0,4.7,maruti,maruti eeco
442,Coimbatore,2016,82756,Diesel,Manual,3,15.96,2523.0,62.1,7.0,7.7,mahindra,mahindra bolero
444,Hyderabad,2014,20600,Petrol,Manual,3,21.1,814.0,55.2,5.0,2.6,hyundai,hyundai eon
445,Coimbatore,2017,29952,Petrol,Automatic,3,13.0,1591.0,121.3,5.0,13.77,hyundai,hyundai creta
446,Mumbai,2017,15000,Petrol,Manual,2,16.09,1598.0,103.5,5.0,7.1,volkswagen,volkswagen vento
447,Pune,2008,61938,Petrol,Automatic,2,12.9,1799.0,130.0,5.0,2.65,honda,honda civic
448,Hyderabad,2014,67000,Diesel,Manual,3,22.3,1248.0,74.0,5.0,2.5,tata,tata indica
449,Kochi,2013,61672,Diesel,Manual,3,16.0,2179.0,140.0,7.0,7.53,mahindra,mahindra xuv500
450,Coimbatore,2017,26185,Petrol,Manual,3,18.6,1197.0,81.83,5.0,7.98,hyundai,hyundai i20
452,Chennai,2011,67000,Petrol,Manual,2,18.5,1197.0,85.8,5.0,2.25,maruti,maruti ritz
454,Hyderabad,2015,80883,Diesel,Manual,3,12.8,2494.0,102.0,7.0,13.5,toyota,toyota innova
455,Hyderabad,2016,80219,Diesel,Manual,3,27.62,793.0,47.0,5.0,3.5,maruti,maruti celerio
457,Coimbatore,2016,86642,Diesel,Automatic,3,15.17,1968.0,181.0,5.0,20.37,audi,audi q3
460,Pune,2016,6800,Petrol,Manual,3,18.6,1197.0,81.83,5.0,7.2,hyundai,hyundai i20
461,Hyderabad,2012,82749,Diesel,Manual,3,19.01,1461.0,108.45,5.0,5.99,renault,renault duster
462,Pune,2016,51000,Diesel,Manual,3,24.4,1120.0,71.0,5.0,5.25,hyundai,hyundai xcent
463,Delhi,2014,31465,Diesel,Manual,3,22.7,1498.0,89.84,5.0,6.5,ford,ford ecosport
464,Hyderabad,2013,76476,Petrol,Manual,3,16.47,1198.0,73.9,5.0,4.4,volkswagen,volkswagen polo
465,Kolkata,2017,14000,Diesel,Manual,3,24.0,1120.0,70.0,5.0,4.6,hyundai,hyundai grand
466,Ahmedabad,2013,47000,Diesel,Manual,3,21.12,1248.0,88.8,5.0,2.95,tata,tata manza
467,Kolkata,2011,48466,Petrol,Manual,3,17.0,1497.0,118.0,5.0,3.26,honda,honda city
468,Bangalore,2008,46000,Petrol,Manual,2,17.92,1086.0,62.1,5.0,2.22,hyundai,hyundai santro
469,Hyderabad,2012,162663,Diesel,Manual,3,12.99,2494.0,100.0,7.0,10.5,toyota,toyota innova
470,Coimbatore,2017,25142,Diesel,Manual,3,28.09,1248.0,88.5,5.0,8.26,maruti,maruti ciaz
471,Delhi,2013,69000,Diesel,Manual,3,12.55,2982.0,169.0,7.0,14.45,toyota,toyota fortuner
474,Chennai,2014,45000,Diesel,Manual,3,15.8,2148.0,170.0,5.0,23.0,mercedes-benz,mercedes-benz new
476,Delhi,2015,27000,Petrol,Manual,3,18.9,1197.0,82.0,5.0,4.5,hyundai,hyundai grand
477,Hyderabad,2018,3678,Petrol,Manual,3,18.16,1196.0,86.8,5.0,6.8,ford,ford figo
478,Mumbai,2013,21000,Petrol,Manual,3,16.8,1395.0,138.02,5.0,8.75,skoda,skoda octavia
479,Mumbai,2015,67000,Diesel,Manual,2,19.87,1461.0,83.8,5.0,7.0,renault,renault duster
481,Chennai,2011,75000,Diesel,Manual,2,20.0,1399.0,68.0,5.0,2.25,ford,ford figo
484,Kolkata,2012,52000,Diesel,Manual,3,22.07,1199.0,73.9,5.0,2.75,volkswagen,volkswagen polo
485,Jaipur,2011,91000,Diesel,Manual,3,23.2,1248.0,73.94,5.0,3.0,maruti,maruti ritz
486,Pune,2013,60000,Diesel,Manual,3,23.08,1461.0,63.1,5.0,3.55,nissan,nissan micra
487,Kolkata,2013,37873,Diesel,Manual,3,22.32,1582.0,126.32,5.0,4.8,hyundai,hyundai verna
488,Kolkata,2011,31000,Petrol,Automatic,3,10.8,2497.0,150.0,5.0,13.5,bmw,bmw 5
490,Hyderabad,2004,78000,Petrol,Automatic,3,12.0,2354.0,187.4,5.0,3.99,honda,honda cr-v
491,Bangalore,2016,32000,Diesel,Automatic,3,17.01,1582.0,126.2,5.0,15.5,hyundai,hyundai creta
492,Jaipur,2010,59000,Petrol,Manual,2,19.81,1086.0,68.05,5.0,2.32,hyundai,hyundai i10
494,Jaipur,2014,98000,Petrol,Manual,3,16.02,1373.0,93.7,7.0,5.5,maruti,maruti ertiga
495,Chennai,2006,72000,Diesel,Manual,2,18.7,1896.0,66.0,5.0,3.2,skoda,skoda octavia
496,Pune,2015,79000,Petrol,Manual,3,18.0,1198.0,86.7,5.0,4.0,honda,honda amaze
497,Chennai,2004,29000,Petrol,Manual,3,17.3,993.0,60.0,5.0,1.6,maruti,maruti zen
498,Kochi,2013,66012,Petrol,Manual,3,15.5,1586.0,103.3,5.0,4.15,maruti,maruti sx4
499,Mumbai,2014,35000,Petrol,Automatic,3,16.5,1198.0,86.8,5.0,4.25,honda,honda brio
500,Ahmedabad,2011,75000,Petrol,Manual,3,18.9,998.0,67.1,5.0,2.6,maruti,maruti wagon
502,Kochi,2012,32717,Petrol,Manual,3,18.6,1199.0,79.4,5.0,2.55,chevrolet,chevrolet beat
504,Mumbai,2014,79000,Diesel,Manual,3,22.7,1498.0,89.84,5.0,6.25,ford,ford ecosport
505,Hyderabad,2010,86000,Diesel,Manual,2,17.8,1248.0,75.0,5.0,3.6,maruti,maruti swift
507,Mumbai,2015,25000,Petrol,Manual,2,17.3,1497.0,117.3,7.0,4.25,honda,honda mobilio
508,Mumbai,2017,8500,Petrol,Manual,2,18.9,1197.0,82.0,5.0,4.8,hyundai,hyundai grand
509,Bangalore,2015,34000,Diesel,Automatic,3,16.0,2179.0,140.0,7.0,13.0,mahindra,mahindra xuv500
510,Pune,2012,41629,Petrol,Manual,2,14.83,1598.0,105.0,5.0,2.25,skoda,skoda fabia
511,Hyderabad,2009,80227,Petrol,Manual,3,17.92,1086.0,62.1,5.0,2.3,hyundai,hyundai santro
512,Kochi,2019,8587,Petrol,Manual,3,15.29,1591.0,121.3,5.0,13.56,hyundai,hyundai creta
513,Delhi,2017,30000,Diesel,Manual,3,15.4,1997.0,120.0,7.0,12.25,mahindra,mahindra scorpio
514,Pune,2013,64186,Diesel,Manual,3,20.5,1598.0,103.5,5.0,3.76,skoda,skoda rapid
515,Coimbatore,2015,76427,Diesel,Manual,3,19.01,1461.0,108.45,5.0,8.58,renault,renault duster
517,Coimbatore,2013,27075,Petrol,Manual,3,17.6,1496.0,88.73,5.0,4.95,toyota,toyota etios
518,Ahmedabad,2012,30000,Petrol,Manual,3,22.5,998.0,67.04,5.0,3.3,maruti,maruti wagon
519,Chennai,2016,69434,Petrol,Manual,3,15.8,1591.0,121.3,5.0,8.0,hyundai,hyundai creta
520,Jaipur,2014,56000,Petrol,Manual,3,23.1,998.0,67.04,5.0,2.79,maruti,maruti celerio
522,Pune,2014,8700,Petrol,Manual,3,18.6,1199.0,76.8,5.0,2.55,chevrolet,chevrolet beat
525,Kochi,2009,80464,Diesel,Automatic,2,11.0,2987.0,198.5,5.0,9.29,mercedes-benz,mercedes-benz e-class
526,Kochi,2019,20667,Petrol,Manual,3,22.0,1197.0,81.8,5.0,6.37,maruti,maruti swift
527,Coimbatore,2013,60283,Petrol,Manual,3,14.6,1368.0,112.0,5.0,2.98,fiat,fiat linea
528,Kochi,2017,31696,Petrol,Manual,3,20.4,1197.0,81.8,5.0,5.75,maruti,maruti swift
529,Hyderabad,2010,100000,Diesel,Manual,3,11.5,2982.0,171.0,7.0,13.0,toyota,toyota fortuner
530,Mumbai,2014,13361,Petrol,Manual,3,16.02,1373.0,93.7,7.0,6.8,maruti,maruti ertiga
531,Coimbatore,2010,48394,Petrol,Automatic,3,12.05,1995.0,154.0,5.0,10.49,bmw,bmw 3
532,Jaipur,2014,47399,Petrol,Manual,3,16.02,1373.0,93.7,7.0,5.6,maruti,maruti ertiga
533,Mumbai,2010,69000,Petrol,Automatic,2,16.8,1497.0,118.0,5.0,2.85,honda,honda city
534,Coimbatore,2013,65278,Diesel,Manual,3,14.66,2199.0,194.3,7.0,8.36,hyundai,hyundai santa
535,Jaipur,2005,108000,Diesel,Manual,3,17.0,1405.0,70.0,5.0,1.0,tata,tata indigo
536,Kolkata,2010,50645,Petrol,Automatic,2,10.93,2497.0,204.0,5.0,10.75,mercedes-benz,mercedes-benz e-class
537,Hyderabad,2011,130002,Diesel,Manual,3,19.3,1248.0,73.9,5.0,3.85,maruti,maruti swift
538,Hyderabad,2012,107000,Diesel,Manual,3,17.8,1399.0,67.0,5.0,3.0,ford,ford fiesta
539,Coimbatore,2015,41950,Petrol,Automatic,3,18.0,1497.0,117.3,5.0,9.6,honda,honda city
540,Delhi,2012,109000,Diesel,Manual,3,13.0,2982.0,168.5,7.0,13.25,toyota,toyota fortuner
541,Mumbai,2016,9000,Petrol,Manual,3,18.0,1198.0,86.7,5.0,5.75,honda,honda amaze
542,Delhi,2014,43900,Diesel,Manual,3,22.54,1396.0,88.73,5.0,6.75,hyundai,hyundai i20
545,Mumbai,2009,77652,Petrol,Automatic,3,12.6,1586.0,103.2,5.0,2.85,maruti,maruti sx4
546,Mumbai,2012,55000,Diesel,Manual,3,12.99,2494.0,100.0,7.0,9.51,toyota,toyota innova
547,Ahmedabad,2012,59900,Diesel,Automatic,2,18.48,1995.0,177.0,5.0,18.5,bmw,bmw 5
548,Delhi,2015,73539,Diesel,Manual,3,19.01,1461.0,108.45,5.0,6.75,renault,renault duster
550,Kochi,2009,69690,Petrol,Manual,3,17.7,1497.0,78.0,5.0,3.29,honda,honda city
551,Delhi,2016,41000,Diesel,Manual,3,28.09,1248.0,88.5,5.0,9.5,maruti,maruti ciaz
552,Pune,2010,109200,Petrol,Manual,2,17.5,1298.0,85.8,5.0,2.2,maruti,maruti swift
553,Pune,2012,80000,Diesel,Manual,3,15.1,2179.0,140.0,7.0,6.5,mahindra,mahindra xuv500
554,Ahmedabad,2007,51000,Petrol,Manual,3,13.5,1799.0,130.0,5.0,4.9,honda,honda civic
555,Pune,2013,105000,Diesel,Manual,2,25.47,1248.0,88.5,7.0,6.75,maruti,maruti ertiga
558,Hyderabad,2017,31000,Diesel,Manual,3,21.13,1498.0,108.4,5.0,10.5,skoda,skoda rapid
559,Hyderabad,2015,50000,Diesel,Manual,3,20.14,1498.0,88.8,5.0,6.2,volkswagen,volkswagen polo
560,Jaipur,2009,48000,Diesel,Automatic,3,17.0,1896.0,105.0,5.0,5.0,skoda,skoda laura
562,Ahmedabad,2016,100200,Diesel,Automatic,3,11.36,2755.0,171.5,7.0,17.0,toyota,toyota innova
564,Jaipur,2015,63642,Diesel,Manual,3,27.3,1498.0,98.6,5.0,5.65,honda,honda jazz
565,Kochi,2015,62550,Diesel,Manual,3,25.8,1498.0,98.6,5.0,5.6,honda,honda amaze
567,Coimbatore,2016,38461,Diesel,Manual,3,26.59,1248.0,74.0,5.0,7.39,maruti,maruti swift
568,Jaipur,2018,29000,Diesel,Manual,3,17.1,1956.0,170.0,5.0,19.0,jeep,jeep compass
569,Pune,2010,31000,Petrol,Manual,3,12.5,1794.0,132.0,5.0,5.0,toyota,toyota corolla
570,Kolkata,2011,42086,Petrol,Manual,3,17.0,1497.0,118.0,5.0,3.35,honda,honda city
571,Chennai,2013,49000,Petrol,Manual,3,18.6,1197.0,85.8,5.0,4.45,maruti,maruti swift
572,Coimbatore,2019,77240,Diesel,Automatic,3,22.32,1582.0,126.32,5.0,8.31,hyundai,hyundai verna
573,Jaipur,2012,105000,Diesel,Manual,2,15.96,2523.0,62.1,7.0,6.0,mahindra,mahindra bolero
574,Chennai,2014,35000,Diesel,Manual,3,22.9,1248.0,74.0,5.0,5.25,maruti,maruti swift
577,Chennai,2004,129000,Petrol,Manual,1,13.8,1299.0,70.0,5.0,1.5,ford,ford ikon
578,Coimbatore,2018,33558,Diesel,Manual,3,20.14,1498.0,88.0,5.0,8.12,volkswagen,volkswagen polo
579,Coimbatore,2012,60271,Diesel,Manual,3,13.6,2523.0,63.0,7.0,6.12,mahindra,mahindra bolero
580,Coimbatore,2017,45366,Diesel,Manual,3,25.1,1498.0,98.6,5.0,10.88,honda,honda city
582,Kochi,2016,42362,Petrol,Manual,3,18.6,1197.0,81.83,5.0,6.15,hyundai,hyundai i20
584,Mumbai,2012,15200,Diesel,Automatic,3,15.06,1995.0,177.0,5.0,13.5,bmw,bmw x1
585,Mumbai,2015,43690,Diesel,Automatic,3,12.55,2982.0,168.5,7.0,17.11,toyota,toyota fortuner
587,Kolkata,2013,53073,Diesel,Manual,3,20.77,1248.0,88.76,7.0,5.95,maruti,maruti ertiga
588,Bangalore,2015,59000,Petrol,Manual,3,18.5,1197.0,80.0,5.0,5.75,hyundai,hyundai i20
590,Ahmedabad,2014,55000,Diesel,Manual,3,20.45,1461.0,83.8,5.0,4.75,renault,renault duster
592,Delhi,2013,71932,Diesel,Automatic,3,12.55,2982.0,168.5,7.0,16.5,toyota,toyota fortuner
594,Hyderabad,2011,81759,Diesel,Manual,3,19.3,1248.0,73.9,5.0,4.39,maruti,maruti swift
595,Kochi,2018,52010,Diesel,Manual,3,25.2,1248.0,74.0,5.0,6.2,maruti,maruti swift
596,Kochi,2016,58953,Petrol,Automatic,3,13.53,1984.0,177.01,5.0,24.22,audi,audi a6
597,Mumbai,2008,93000,Diesel,Manual,1,10.5,2835.0,107.2,6.0,5.45,mitsubishi,mitsubishi pajero
599,Coimbatore,2019,40674,Diesel,Automatic,3,11.36,2755.0,171.5,7.0,24.82,toyota,toyota innova
600,Mumbai,2015,50000,Diesel,Automatic,3,19.3,1968.0,141.0,5.0,11.69,skoda,skoda octavia
601,Bangalore,2018,1331,Petrol,Automatic,3,14.28,1798.0,138.03,5.0,20.0,toyota,toyota corolla
602,Pune,2010,60000,Petrol,Manual,3,19.7,796.0,35.0,8.0,1.45,maruti,maruti omni
604,Mumbai,2016,25000,Diesel,Automatic,3,21.5,1498.0,108.5,5.0,9.45,volkswagen,volkswagen vento
605,Ahmedabad,2015,73000,Diesel,Manual,3,16.0,2179.0,140.0,7.0,12.5,mahindra,mahindra xuv500
606,Hyderabad,2014,59962,Diesel,Manual,3,20.45,1461.0,83.8,5.0,6.9,nissan,nissan terrano
607,Jaipur,2012,72000,Diesel,Manual,2,22.32,1582.0,126.32,5.0,5.8,hyundai,hyundai verna
609,Bangalore,2015,35000,Diesel,Manual,2,15.4,2179.0,120.0,7.0,8.5,mahindra,mahindra scorpio
610,Coimbatore,2017,38056,Diesel,Manual,3,23.9,1582.0,126.2,5.0,10.7,hyundai,hyundai verna
612,Coimbatore,2010,64236,Petrol,Manual,3,14.7,1150.0,76.0,5.0,2.44,chevrolet,chevrolet aveo
613,Kolkata,2000,124000,Diesel,Manual,3,13.6,2523.0,63.0,7.0,1.95,mahindra,mahindra bolero
614,Mumbai,2014,7400,Petrol,Manual,3,19.1,1197.0,82.0,5.0,4.35,hyundai,hyundai xcent
615,Hyderabad,2017,52000,Diesel,Manual,3,13.68,2393.0,147.8,8.0,17.5,toyota,toyota innova
616,Hyderabad,2015,68764,Petrol,Manual,3,21.1,814.0,55.2,5.0,2.9,hyundai,hyundai eon
617,Delhi,2013,64000,Diesel,Manual,3,22.07,1199.0,73.9,5.0,2.9,volkswagen,volkswagen polo
618,Pune,2016,21558,Diesel,Manual,3,24.3,1248.0,88.5,5.0,8.9,maruti,maruti vitara
619,Mumbai,2013,37500,Diesel,Automatic,3,18.88,1995.0,184.0,5.0,16.75,bmw,bmw 3
620,Coimbatore,2016,14077,Petrol,Manual,3,21.1,814.0,55.2,5.0,3.95,hyundai,hyundai eon
621,Mumbai,2009,70000,Petrol,Manual,3,17.0,1497.0,118.0,5.0,2.1,honda,honda city
622,Kochi,2011,54316,Petrol,Manual,2,12.8,2354.0,177.6,5.0,4.29,honda,honda accord
623,Hyderabad,2009,90764,Diesel,Manual,3,14.0,2498.0,112.0,8.0,3.85,mahindra,mahindra xylo
624,Chennai,2009,137000,Diesel,Automatic,2,13.2,1995.0,170.0,5.0,9.0,bmw,bmw 3
625,Pune,2013,127000,Petrol,Manual,2,16.8,1497.0,116.3,5.0,4.5,honda,honda city
626,Kochi,2016,51884,Diesel,Manual,3,16.0,2179.0,140.0,7.0,12.46,mahindra,mahindra xuv500
627,Delhi,2014,67407,Diesel,Manual,3,21.27,1396.0,88.76,5.0,4.65,hyundai,hyundai i20
628,Hyderabad,2014,107825,Diesel,Manual,3,13.0,2982.0,168.5,7.0,20.5,toyota,toyota fortuner
629,Chennai,2006,82453,Diesel,Manual,3,13.6,2523.0,63.0,8.0,2.9,mahindra,mahindra bolero
633,Hyderabad,2015,61000,Diesel,Automatic,3,15.73,1968.0,174.33,5.0,25.0,audi,audi q3
634,Delhi,2013,48454,Petrol,Manual,2,17.0,1197.0,80.0,5.0,3.5,hyundai,hyundai i20
637,Kolkata,2013,58000,Diesel,Manual,3,19.33,1968.0,138.03,5.0,5.9,volkswagen,volkswagen jetta
638,Jaipur,2017,28360,Petrol,Manual,3,19.1,1197.0,81.86,5.0,5.12,hyundai,hyundai xcent
641,Hyderabad,2007,92000,Petrol,Manual,3,13.8,1299.0,70.0,5.0,1.25,ford,ford ikon
642,Kolkata,2013,25000,Petrol,Manual,3,20.36,1197.0,78.9,5.0,2.65,hyundai,hyundai i10
643,Coimbatore,2016,37882,Diesel,Manual,3,22.32,1582.0,126.3,5.0,9.19,hyundai,hyundai verna
644,Bangalore,2014,69330,Diesel,Automatic,3,16.07,1995.0,181.0,5.0,23.5,bmw,bmw 3
